N-Count,K-Count,Av. Time Algo. A,Av. Time Algo. B
1000,2,0.00017486666911281645,0.00041599999531172216
1000,4,0.0002646999976908167,0.0006215333414729685
1000,6,0.0007821999994727472,0.0006753000003906587
1000,8,0.0005461000158296277,0.0005703333396619806
1000,10,0.00130333334285145,0.0006714333333851149
1000,12,0.0016017000016290694,0.0006782999941303084
1000,14,0.0018299666602009286,0.0007019999902695417
1000,16,0.002075600001262501,0.0007815999949040512
1000,18,0.0007551666737223665,0.00031260000347780686
1000,20,0.0019228333258070052,0.000731999995574976
1000,22,0.0018244333235391725,0.0003969999961555004
1000,24,0.002340966670696313,0.0011047666678981234
1000,26,0.0020973666687496006,0.0004902999983945241
1000,28,0.0021664000038678446,0.000521766662131995
1000,30,0.0020207333436701447,0.0005460333389540514
1000,32,0.0020047333382535726,0.0012317666745123763
1000,34,0.0056865999940782785,0.0007120999895657102
1000,36,0.0023862666663868972,0.0005580666669023534
1000,38,0.0028611666542322687,0.0010862333389619987
1000,40,0.004774966655531898,0.0005729666542417059
1000,42,0.005608633325512831,0.001336933336763953
1000,44,0.007635466676826279,0.0005930999953610202
1000,46,0.0028918000170961022,0.0005804666628440222
1000,48,0.008062033331952989,0.0013952666874198865
1000,50,0.00832069999887608,0.0006215333317716917
1000,52,0.003329100009674827,0.0006183666700962931
1000,54,0.003896400002607455,0.0006416333296025792
1000,56,0.004049666662467644,0.000830000004498288
1000,58,0.004729200009023771,0.0007110333244781941
1000,60,0.0038036666713499776,0.000656633327404658
1000,62,0.004018466667427371,0.0006688999904630085
1000,64,0.004055666669349496,0.0006738999994316449
1000,66,0.0041861666735106455,0.0006891999995180716
1000,68,0.005779133333514134,0.0016179666757428397
1000,70,0.005451333340412627,0.0007131000068814805
1000,72,0.007726033334620297,0.0007357666715203474
1000,74,0.006825966663503398,0.0016880000087743003
1000,76,0.014548999994682768,0.001716033322736621
1000,78,0.008861433326577147,0.0007626000054491063
1000,80,0.008690466677459577,0.0007690666631485025
1000,82,0.007573366659926251,0.0017761000102230657
1000,84,0.005725233330546568,0.0007997333401969323
1000,86,0.005458666671377917,0.0018319333321414888
1000,88,0.006362766667734832,0.0008001333335414529
1000,90,0.008602433323782558,0.0008143333252519369
1000,92,0.009037033344308535,0.0008217666569786767
1000,94,0.013389333335605139,0.0008498333336319774
1000,96,0.01077736665805181,0.001190800016047433
1000,98,0.004029166671292235,0.0005066999971556166
1000,100,0.004533133333704124,0.001143066668494915
1000,102,0.008968500012997538,0.0005094333318993449
1000,104,0.004157066675058256,0.0005135666579008102
1000,106,0.00879736666684039,0.0007828333182260394
1000,108,0.008510566656089699,0.0006336000030084202
1000,110,0.005091799995473896,0.0007559000029383848
1000,112,0.00721289999394988,0.0009557666683879992
1000,114,0.007210933341411874,0.0017657333228271455
1000,116,0.007867633345692107,0.0009309666638728231
1000,118,0.009506066659620652,0.0007340000011026859
1000,120,0.0049174000062824534,0.0005575666630951067
1000,122,0.011152533338948464,0.0011039333379206557
1000,124,0.01424060000378328,0.0009741333390896519
1000,126,0.015965299991269905,0.0009846666653174907
1000,128,0.009992299999188011,0.0009850333347761382
1000,130,0.010967899996709699,0.0009992666794763256
1000,132,0.011433800003336122,0.0010137666734711577
1000,134,0.02138103333224232,0.0021744666640491537
1000,136,0.014506700002433112,0.0016370666659592341
1000,138,0.01346079998378021,0.0012363000132609159
1000,140,0.013487200000478575,0.001979399996344
1000,142,0.017623033326041575,0.001162966664802904
1000,144,0.012737099993197868,0.0014773000051112224
1000,146,0.013053799998791268,0.0023253666683255383
1000,148,0.015045233332784846,0.0021589000049668052
1000,150,0.011931533343158662,0.0019967333355452865
1000,152,0.01297273333572472,0.0012544333294499665
1000,154,0.015359633330566188,0.001229533333874618
1000,156,0.013246766669908538,0.0017002000046583514
1000,158,0.01623496666434221,0.0012757333267169695
1000,160,0.015950066668059055,0.0018633666719930868
1000,162,0.015131900009388724,0.000681900002139931
1000,164,0.00958936665362368,0.0015494999922035884
1000,166,0.013668566670579215,0.0010019666612303506
1000,168,0.0070248333310397966,0.001136400018973897
1000,170,0.010200233324818933,0.000701333328227823
1000,172,0.009401466658649346,0.0010499333341916401
1000,174,0.01554049999685958,0.0018617000023368746
1000,176,0.014326200005598366,0.0012971999919197212
1000,178,0.014309666672488675,0.001558766671223566
1000,180,0.014688166663593924,0.002291133345958466
1000,182,0.01940889999968931,0.0018756333253501605
1000,184,0.01967036666853043,0.002125999996981894
1000,186,0.02145189999525125,0.0016886666514134656
1000,188,0.01908633334096521,0.0016191333415918052
1000,190,0.011301866654927531,0.0008923000035186609
1000,192,0.00842590001411736,0.000742333329981193
1000,194,0.007910166663350537,0.0008857333353565385
1000,196,0.00909950000156338,0.0009588666628890982
1000,198,0.008917833329178393,0.0010050333415468533
2000,2,0.00013663334539160132,0.0003974666566743205
2000,4,0.0003089666715823114,0.0007507333357352763
2000,6,0.0004773666732944548,0.0004087999986950308
2000,8,0.0008183333266060799,0.0004280666762497276
2000,10,0.0007796333229634911,0.0004936333377069483
2000,12,0.000859166660423701,0.000409066667392229
2000,14,0.00124849999944369,0.0007921666644203166
2000,16,0.003122366664077466,0.0013027333285814773
2000,18,0.001937799999723211,0.0006424999834659199
2000,20,0.002011266682529822,0.001075866661267355
2000,22,0.0018085333382866036,0.0008128666668199003
2000,24,0.0019318666600156575,0.001002499998624747
2000,26,0.0031295333368082843,0.0006051666665977488
2000,28,0.002112033350082735,0.0004989333392586559
2000,30,0.004694033326813951,0.0005820666750272115
2000,32,0.006112800008850172,0.0008530333482970794
2000,34,0.004034633331078415,0.0006111000063053021
2000,36,0.003048833333499109,0.0007309666640746096
2000,38,0.004128200002014637,0.0005934666648196677
2000,40,0.004833233329312255,0.0012817666671859722
2000,42,0.004178600007435307,0.000746799991854156
2000,44,0.004139599991807093,0.000512033332294474
2000,46,0.0037253666863155863,0.0012316333304625005
2000,48,0.004661133328530316,0.0006272999938422193
2000,50,0.005696766670250024,0.000812566674236829
2000,52,0.007792533317115158,0.000642533355858177
2000,54,0.008193199998155857,0.0006571333312119046
2000,56,0.005191266672530522,0.0006571666550977776
2000,58,0.004685299994889647,0.0005747333343606442
2000,60,0.006071366651061301,0.000809666671557352
2000,62,0.005240166676230729,0.0005901666590943933
2000,64,0.005176133330678567,0.0006762999983038753
2000,66,0.012884500009628633,0.0009828333374268066
2000,68,0.011108133340409646,0.0007647666595100114
2000,70,0.0069986333352668835,0.001343166659353301
2000,72,0.006798966651937614,0.0007094666749859849
2000,74,0.01113940000262422,0.0007123666679641852
2000,76,0.010598733342097452,0.0008531666729444017
2000,78,0.008615099999587983,0.0008442333297959218
2000,80,0.008698233335356539,0.00195073332482328
2000,82,0.010309033328667283,0.0009079333394765854
2000,84,0.011777299989868576,0.001039466665436824
2000,86,0.010175733322588107,0.0010440666616583865
2000,88,0.013719500003693005,0.0011710999921585123
2000,90,0.014253333337061727,0.0011421666616418709
2000,92,0.011690333349785456,0.0020201333391014487
2000,94,0.023389833329323057,0.0011648333456832916
2000,96,0.014209433342330158,0.0012208000116515905
2000,98,0.012709366662117342,0.00185099999847201
2000,100,0.013099100004183128,0.0012505666624444227
2000,102,0.008721766653858746,0.0006230666573780278
2000,104,0.008757866666807482,0.0006048666643134007
2000,106,0.006977633340284228,0.0006094000030619403
2000,108,0.010819799994351342,0.0007853999947352955
2000,110,0.01964426666381769,0.0018481000054938097
2000,112,0.012719433337527638,0.0018626333233745147
2000,114,0.012523966666776687,0.001101766664457197
2000,116,0.025724700002077345,0.0017034333432093263
2000,118,0.020294399999935802,0.0012949999945703894
2000,120,0.013288766669575125,0.0008198666813162466
2000,122,0.016560333334685613,0.0009159333324835947
2000,124,0.014232499990612268,0.0018662666552700102
2000,126,0.015762033329034846,0.0008063999994192272
2000,128,0.024653633338554453,0.0010482666742367048
2000,130,0.011515766653853158,0.0009392000016911576
2000,132,0.013758333322281638,0.0007940333355994275
2000,134,0.00909910000821886,0.0007030999986454844
2000,136,0.026139100014309708,0.001376133324811235
2000,138,0.026182999989638727,0.001529033324914053
2000,140,0.026977166659586754,0.001849466672865674
2000,142,0.029756299996127684,0.0014039999902403604
2000,144,0.018355133332079276,0.0015083999993900459
2000,146,0.02299946666850398,0.001423733338015154
2000,148,0.01882929999070863,0.0014315999966735642
2000,150,0.020579000003635883,0.0010790333326440305
2000,152,0.01814066667187338,0.0014540666694908093
2000,154,0.019692466671889026,0.0014625333230166386
2000,156,0.021845133325162653,0.0014759000041522086
2000,158,0.01635786666884087,0.0008089333326400568
2000,160,0.011619633345011001,0.001014699994508798
2000,162,0.012579666664047787,0.0008029000115736077
2000,164,0.019265599995075416,0.0010588000004645437
2000,166,0.014730766667829206,0.0010580333279600989
2000,168,0.03153396665584296,0.0015377666568383574
2000,170,0.02485339999354134,0.0015392666779613744
2000,172,0.020534833340207115,0.0008418000070378184
2000,174,0.02607420000519293,0.001168199999180312
2000,176,0.02110859999083914,0.0015768666635267437
2000,178,0.03479426667521087,0.0023203333257697523
2000,180,0.03440893333754502,0.0015961999985544633
2000,182,0.023789466669162113,0.001254799998908614
2000,184,0.042177133330066376,0.0016138999975131203
2000,186,0.0665266333380714,0.0021141333369693407
2000,188,0.026714500001010794,0.002308499999344349
2000,190,0.03170986666615742,0.0032196000101976097
2000,192,0.014870599989080802,0.0010291333310306072
2000,194,0.012252033338882029,0.0008321333249720434
2000,196,0.012366333326402431,0.0008377333385093758
2000,198,0.02650849999433073,0.0024521666734168925
5000,2,0.0007166000044283768,0.0032892333304819963
5000,4,0.001010199999048685,0.0012961666701206316
5000,6,0.0015245666824436437,0.001407433320612957
5000,8,0.0025340333425750337,0.0029138333435791233
5000,10,0.0031069333296424397,0.0015987000078894198
5000,12,0.009715399995911866,0.0031672333328363798
5000,14,0.004889466663977752,0.020179666666081175
5000,16,0.011538999999174848,0.0021447666513267905
5000,18,0.0057535999997829395,0.0017729333388463904
5000,20,0.01043539999712569,0.004144266674605508
5000,22,0.007424933321696396,0.002015133339834089
5000,24,0.007605399994645268,0.0029965333233121783
5000,26,0.008561333340670293,0.0024359333231889955
5000,28,0.009580433320176477,0.0022506666621969393
5000,30,0.017405733340031777,0.0032754666657031826
5000,32,0.01919883333418208,0.002279133341896037
5000,34,0.015723099999983486,0.003616799998174732
5000,36,0.02367546666452351,0.0033721333214392266
5000,38,0.016703066668317963,0.0022629666685437164
5000,40,0.025831766659393907,0.002556033325769628
5000,42,0.0214021333376877,0.0023476999970929078
5000,44,0.031686633330537006,0.0039041333366185427
5000,46,0.028257833337799337,0.0049239999886291725
5000,48,0.030070233343091484,0.00238983334080937
5000,50,0.024505800004893292,0.0014988666613741468
5000,52,0.01163549999667642,0.002786933347427597
5000,54,0.011805799993453547,0.0011313333331296842
5000,56,0.022508800010352086,0.0015308000050329913
5000,58,0.0390000333233426,0.0030323666772649935
5000,60,0.030760966658514615,0.0035482666668637344
5000,62,0.030507433325207483,0.0030633666804836444
5000,64,0.02430260000983253,0.004046699992613867
5000,66,0.022857966667894896,0.0021355999924708158
5000,68,0.03472556666626284,0.003603200011032944
5000,70,0.023397866665618494,0.004478166675350319
5000,72,0.03408216666624261,0.0019660333346109837
5000,74,0.038983366665585585,0.0030055999911079803
5000,76,0.028357366672328983,0.0017920666626499344
5000,78,0.01966603332160351,0.002038966650919368
5000,80,0.02583490000688471,0.0025278000005831323
5000,82,0.027962533339935664,0.0013399000066177298
5000,84,0.028616399999009445,0.0011825999924136947
5000,86,0.020845500005331512,0.0015005666743187855
5000,88,0.030140733336641762,0.004821366669299702
5000,90,0.03869933333286705,0.005141133345508327
5000,92,0.03787333332002163,0.003369699998681123
5000,94,0.04541876666674701,0.002088633346526573
5000,96,0.04010376666944163,0.00525233333852763
5000,98,0.03244229997896279,0.0013560333269803475
5000,100,0.019041800008077796,0.00110036667319946
5000,102,0.017907933341727283,0.0010616333359697212
5000,104,0.022060699993744493,0.0010759999956159543
5000,106,0.031470966670894995,0.0018827999980809789
5000,108,0.028154733328847215,0.0013901999918743968
5000,110,0.021943633328191936,0.00112996666575782
5000,112,0.020012533330979448,0.0016369666748990614
5000,114,0.022970733339510236,0.0011209333315491676
5000,116,0.018877700000302866,0.0010957666672766209
5000,118,0.032652999992327146,0.001441933340781058
5000,120,0.043332766654202715,0.001362066677150627
5000,122,0.026884399994742125,0.0014281333230125408
5000,124,0.04571306667639874,0.002822366678932061
5000,126,0.053663266657774024,0.0025983666613077125
5000,128,0.03941416665717649,0.002079833337726692
5000,130,0.05971359999966808,0.0029911999978745976
5000,132,0.05754596666277697,0.004369866675309216
5000,134,0.06930849999965479,0.0035274666637027017
5000,136,0.06871289999495882,0.0031467999894327172
5000,138,0.06844516666023992,0.002757333335466683
5000,140,0.07606640000206728,0.003122933335059012
5000,142,0.06392126667196862,0.004278600002483775
5000,144,0.05655089998617768,0.0038959999898603805
5000,146,0.048924733321958534,0.0017489333404228091
5000,148,0.06647570000495762,0.0017674333260705073
5000,150,0.06542953332730879,0.0031946666713338345
5000,152,0.07999316666003627,0.006035933338959391
5000,154,0.0732400666650695,0.0041043333379396545
5000,156,0.07087326666805893,0.0022182333341334015
5000,158,0.060189333346594744,0.004144466666427131
5000,160,0.06918183333861332,0.004462599996865417
5000,162,0.07701819999298702,0.004688399999092023
5000,164,0.07252706666865076,0.004207266649852197
5000,166,0.06973033333391261,0.005774533337292572
5000,168,0.08058459998574108,0.002550933335442096
5000,170,0.05867370000729958,0.002492033342908447
5000,172,0.050693733346027635,0.002385666661818201
5000,174,0.049608933341611795,0.004022499992667387
5000,176,0.09007569999084808,0.004584766672148059
5000,178,0.07485083333449438,0.0020984000099512437
5000,180,0.05188453333297124,0.0018949999939650297
5000,182,0.09262096667468238,0.004373033336984615
5000,184,0.0943791000075483,0.0034667333335770914
5000,186,0.08367223334304678,0.0076200666662771255
5000,188,0.11373896665948753,0.0034386666666250676
5000,190,0.09833806667787333,0.004126466665184125
5000,192,0.10820109999622218,0.002742033335380256
5000,194,0.04230806667086048,0.0016130000003613532
5000,196,0.07467823333960648,0.0026840999974713973
5000,198,0.08305196666818422,0.002740066673140973
10000,2,0.003864700013461212,0.005398433335358277
10000,4,0.0061551333249857025,0.004899833322269842
10000,6,0.007525333339193215,0.0031599999929312617
10000,8,0.012378733333510658,0.007849500010100504
10000,10,0.011752133335297307,0.0030858333435996124
10000,12,0.007583400011450673,0.0033537333365529776
10000,14,0.008838766652237004,0.005056633322965354
10000,16,0.014325399999506772,0.0056730666644095136
10000,18,0.011311400002644708,0.003032300000389417
10000,20,0.02095143332068498,0.003258733340771869
10000,22,0.015748566656839103,0.0032101000057688602
10000,24,0.016215400003905717,0.0024582000041846186
10000,26,0.009612233339188,0.0017721999999290954
10000,28,0.009234299999661744,0.0022537666761005917
10000,30,0.018416633325008053,0.003195033331091205
10000,32,0.025468533325086657,0.004739066663508614
10000,34,0.03543053334578872,0.0032974999921862036
10000,36,0.032683766670137025,0.003283766651293263
10000,38,0.024240266657822456,0.0041797666635829955
10000,40,0.026187400003739942,0.0021109333417067924
10000,42,0.013591433331991235,0.0016430000056667875
10000,44,0.01586490000287692,0.0016443666633373748
10000,46,0.01673816666395093,0.0017270666624729831
10000,48,0.015885899988158297,0.0016561333419910322
10000,50,0.029774566675769165,0.0021141333369693407
10000,52,0.022800533324092005,0.0021191000026495508
10000,54,0.022744133331192035,0.001809233333915472
10000,56,0.031022799987113103,0.0019779666617978364
10000,58,0.02703793333300079,0.0018109000035716842
10000,60,0.020721733337268233,0.0019087000109720975
10000,62,0.03932000000107413,0.0035159333298603692
10000,64,0.0465430333376086,0.0027783666640364877
10000,66,0.02546093332542417,0.0017195000060989212
10000,68,0.0427640333364252,0.004187166671423863
10000,70,0.05658966666669585,0.003477966665135076
10000,72,0.06050786667037755,0.006988533345671992
10000,74,0.062468900005721174,0.0034987000011218092
10000,76,0.06260189999981473,0.004490099992835894
10000,78,0.07343563333658192,0.0035538333274113634
10000,80,0.0983090333271927,0.00671360000463513
10000,82,0.08962443334166892,0.0032680666675635925
10000,84,0.05172683332542268,0.0039527000044472516
10000,86,0.05049523332854733,0.0024514333344995975
10000,88,0.06364596665177184,0.0035531666653696448
10000,90,0.06755043333396316,0.008120633331903567
10000,92,0.07807376665490058,0.004208366658228139
10000,94,0.0797698000096716,0.004615533330555384
10000,96,0.09887680000004669,0.004671566673399259
10000,98,0.10264233332903434,0.005144066672073677
10000,100,0.08584009999564539,0.0037061999998210617
10000,102,0.08589763333050844,0.005607533317136888
10000,104,0.06971216666473386,0.0018178999889642
10000,106,0.04524570001134028,0.0019618999989082417
10000,108,0.07433950000753005,0.009059200014841432
10000,110,0.10214433334961844,0.0066097333425811184
10000,112,0.07922729999215032,0.008496033338208994
10000,114,0.09767033333385673,0.0037558666760257133
10000,116,0.08939016666651393,0.003986733325291425
10000,118,0.10104303334568006,0.004500333316779385
10000,120,0.10883890000210765,0.0037482333233735212
10000,122,0.12077259999932721,0.0023876000001716116
10000,124,0.053623433341272175,0.0019500999963687111
10000,126,0.10161686667318766,0.01158313331931519
10000,128,0.09264483333875735,0.006303133326582611
10000,130,0.05943986665806733,0.001988199995442604
10000,132,0.06957293331894714,0.0033184333296958357
10000,134,0.1360966999976275,0.004519566670448209
10000,136,0.14528999998583458,0.007678099995246157
10000,138,0.12458733332459815,0.0043405999992198
10000,140,0.1237841333495453,0.0031605666736140847
10000,142,0.058883833339981116,0.0036512999989402792
10000,144,0.10194620000159678,0.0038826666617145142
10000,146,0.11060799999783437,0.005088300007628277
10000,148,0.11502453333620603,0.006191266671521589
10000,150,0.11898063331803617,0.004934266665562366
10000,152,0.12210373333073221,0.0077939666516613215
10000,154,0.128807033324847,0.0039613999833818525
10000,156,0.09305976666898157,0.004126599999532725
10000,158,0.15477743332545893,0.0026235666688686856
10000,160,0.10027323333391298,0.0029370666500957063
10000,162,0.07497713333577849,0.0026021999947261065
10000,164,0.1003122666637258,0.0022636666738738618
10000,166,0.08122639999298069,0.003644966665888205
10000,168,0.13760916666554598,0.005335966658700879
10000,170,0.07133739999456641,0.0022450999919480332
10000,172,0.07134536667338882,0.003026133344974369
10000,174,0.07601456667180173,0.005122300004586577
10000,176,0.14799853332806379,0.011617400004373243
10000,178,0.12307590000758258,0.0024640666767178723
10000,180,0.14494576666038483,0.004486366650477673
10000,182,0.17815333333176872,0.005663433325632165
10000,184,0.10269490000791848,0.003047066663081447
10000,186,0.10027149999708247,0.0036163333376559117
10000,188,0.17515926666480178,0.00549039999411131
10000,190,0.1750503333460074,0.0046654666754572345
10000,192,0.19499440001285015,0.006688699999358505
10000,194,0.1913209333336757,0.007610600005136803
10000,196,0.20149400001779819,0.007200400005482758
10000,198,0.1859835666740158,0.005202433317511653
